public.checkout.errors.ORDER_STORE_SAME_DAY_ORDERING_DISABLED,It is not possible to request an order for the same day for this store.,Δεν είναι δυνατή η καταχώρηση παραγγελίας στο κατάστημα για την ίδια ημέρα.,Het is voor deze winkel niet mogelijk om voor dezelfde dag een bestelling aan te vragen.,Il n'est pas possible de demander une commande pour le même jour pour ce magasin.,"Es ist nicht möglich, für dieses Geschäft eine Bestellung für denselben Tag anzufordern.",No es posible solicitar un pedido para el mismo día para esta tienda.,Non è possibile richiedere un ordine per lo stesso giorno per questo negozio.,Não é possível solicitar um pedido para o mesmo dia para esta loja.,Bu mağaza için aynı gün sipariş talebinde bulunmak mümkün değildir.,Не е възможно да поискате поръчка за същия ден за този магазин.,В этом магазине невозможно запросить заказ на тот же день.,इस स्टोर के लिए उसी दिन ऑर्डर देने का अनुरोध करना संभव नहीं है।,当店では当日のご注文は承っておりません。,이 상점은 당일 주문을 요청할 수 없습니다.,Không thể yêu cầu đặt hàng trong ngày cho cửa hàng này.,无法请求该商店当天的订单。,Za ovu trgovinu nije moguće zatražiti narudžbu za isti dan.,Није могуће затражити поруџбину за исти дан за ову продавницу.,Не е можно да побарате нарачка за истиот ден за оваа продавница.,U tohoto obchodu není možné požadovat objednávku na stejný den.,Det er ikke muligt at anmode om en ordre til samme dag for denne butik.,Tälle myymälälle ei ole mahdollista pyytää tilausta samana päivänä.,Det er ikke mulig å be om en bestilling for samme dag for denne butikken.,Det är inte möjligt att begära en beställning för samma dag för denna butik.,এই স্টোরের জন্য একই দিনের অর্ডার অনুরোধ করা সম্ভব নয় is,Erre az üzletre nem lehet ugyanarra a napra megrendelést kérni.,Tidak mungkin meminta pesanan pada hari yang sama untuk toko ini.,Nu este posibil să solicitați o comandă pentru aceeași zi pentru acest magazin.,Nu este posibil să solicitați o comandă pentru aceeași zi pentru acest magazin.,W tym sklepie nie ma możliwości złożenia zamówienia na ten sam dzień.,Za ovu trgovinu nije moguće zatražiti narudžbu za isti dan.,Šajā veikalā nav iespējams pieprasīt pasūtījumu tai pašai dienai.,Hindi posible na humiling ng isang order para sa parehong araw para sa tindahan na ito.,या स्टोअरसाठी त्याच दिवसासाठी ऑर्डरची विनंती करणे शक्य नाही.,આ સ્ટોર માટે તે જ દિવસ માટે requestર્ડરની વિનંતી કરવી શક્ય નથી.,درخواست سفارش برای همان روز برای این فروشگاه امکان پذیر نیست.,لا يمكن طلب هذا المتجر في نفس اليوم.,לא ניתן לבקש הזמנה לאותו יום בחנות זו.,اس اسٹور کے لئے اسی دن کے لئے آرڈر کی درخواست کرنا ممکن نہیں ہے۔
public.checkout.errors.ORDER_STORE_ZONE_SAME_DAY_ORDERING_DISABLED,It is not possible to request an order for the same day for your area.,Δεν είναι δυνατή η καταχώρηση παραγγελίας για την ίδια ημέρα στην περιοχή σας.,Het is niet mogelijk om voor jouw regio een bestelling voor dezelfde dag aan te vragen.,Il n'est pas possible de demander une commande pour le jour même pour votre région.,"Es ist nicht möglich, für Ihre Region eine Bestellung für denselben Tag anzufordern.",No es posible solicitar un pedido para el mismo día para su área.,Non è possibile richiedere un ordine per lo stesso giorno per la tua zona.,Não é possível solicitar um pedido para o mesmo dia para a sua área.,Bölgeniz için aynı gün sipariş talebinde bulunmanız mümkün değildir.,Не е възможно да поискате поръчка за същия ден за вашия район.,Запросить заказ на тот же день для вашего региона невозможно.,अपने क्षेत्र के लिए उसी दिन एक आदेश का अनुरोध करना संभव नहीं है।,ご指定の住所へは当日注文を承る事ができません,귀하의 지역에서 당일 주문을 요청할 수 없습니다.,Không thể yêu cầu đặt hàng trong ngày cho khu vực của bạn.,您所在地区当天无法请求订单。,Nije moguće zatražiti narudžbu za isti dan za vaše područje.,Није могуће затражити поруџбину за исти дан за ваше подручје.,Не е можно да побарате нарачка за истиот ден за вашата област.,Ve vaší oblasti není možné požádat o objednávku na stejný den.,Det er ikke muligt at anmode om en ordre for samme dag for dit område.,Ei ole mahdollista pyytää tilausta samalle päivälle alueellasi.,Det er ikke mulig å be om en bestilling for samme dag for ditt område.,Det är inte möjligt att begära en beställning för samma dag för ditt område.,আপনার অঞ্চলের জন্য একই দিনের জন্য কোনও আদেশের অনুরোধ করা সম্ভব নয়।,Nem lehet ugyanarra a napra megrendelést kérni az Ön területén.,Tidak mungkin meminta pesanan untuk hari yang sama untuk wilayah Anda.,Nu este posibil să solicitați o comandă pentru aceeași zi pentru zona dvs.,Nu este posibil să solicitați o comandă pentru aceeași zi pentru zona dvs.,Nie ma możliwości złożenia zamówienia na ten sam dzień w Twojej okolicy.,Nije moguće zatražiti narudžbu za isti dan za vaše područje.,Pieprasīt pasūtījumu tai pašai dienai jūsu reģionā nav iespējams.,Hindi posible na humiling ng isang order para sa parehong araw para sa iyong lugar.,आपल्या क्षेत्रासाठी त्याच दिवसासाठी ऑर्डरची विनंती करणे शक्य नाही.,તમારા ક્ષેત્ર માટે તે જ દિવસ માટે requestર્ડરની વિનંતી કરવી શક્ય નથી.,درخواست سفارش برای همان روز برای منطقه شما امکان پذیر نیست.,لا يمكن طلب طلب في نفس اليوم لمنطقتك.,לא ניתן לבקש הזמנה לאותו יום לאזור שלך.,اپنے علاقے کے لئے اسی دن کے لئے آرڈر کی درخواست کرنا ممکن نہیں ہے۔
public.checkout.errors.ORDER_STORE_CATALOG_CATEGORY_OFFER_SAME_DAY_ORDERING_DISABLED,It is not possible to request an order for the same day for the following items:,Δεν είναι δυνατή η καταχώρηση παραγγελίας για την ίδια ημέρα στα ακόλουθα είδη:,Het is niet mogelijk om voor de volgende artikelen een bestelling voor dezelfde dag aan te vragen:,Il n'est pas possible de demander une commande le jour même pour les articles suivants:,"Es ist nicht möglich, eine Bestellung für die folgenden Artikel am selben Tag anzufordern:",No es posible solicitar un pedido para el mismo día para los siguientes artículos:,Non è possibile richiedere un ordine per lo stesso giorno per i seguenti articoli:,Não é possível solicitar um pedido para o mesmo dia para os seguintes itens:,Aşağıdaki ürünler için aynı gün sipariş talebinde bulunmak mümkün değildir:,Не е възможно да поискате поръчка за същия ден за следните артикули:,Невозможно запросить заказ на тот же день для следующих товаров:,निम्नलिखित मदों के लिए एक ही दिन के लिए आदेश का अनुरोध करना संभव नहीं है:,以下の商品については、当日のご注文は承っておりません。,다음 항목은 당일 주문이 불가합니다.,Không thể yêu cầu đặt hàng trong ngày cho các mặt hàng sau:,以下商品无法在同一天请求订单：,Nije moguće zatražiti narudžbu za isti dan za sljedeće stavke:,Није могуће затражити поруџбину за исти дан за следеће ставке:,Не е можно да побарате нарачка за истиот ден за следниве ставки:,Není možné požádat o objednávku na stejný den u následujících položek:,Det er ikke muligt at anmode om en ordre for samme dag for følgende varer:,Samalle päivälle ei voi pyytää tilausta seuraavista tuotteista:,Det er ikke mulig å be om en bestilling for samme dag for følgende varer:,Det är inte möjligt att begära en beställning för samma dag för följande artiklar:,নিম্নলিখিত আইটেমগুলির জন্য একই দিনের জন্য কোনও আদেশের অনুরোধ করা সম্ভব নয়:,Ugyanazon a napon nem lehet megrendelést kérni a következő tételekről:,Tidak mungkin meminta pesanan pada hari yang sama untuk barang-barang berikut:,Nu este posibil să solicitați o comandă pentru aceeași zi pentru următoarele articole:,Nu este posibil să solicitați o comandă pentru aceeași zi pentru următoarele articole:,Nie ma możliwości złożenia zamówienia na ten sam dzień na następujące pozycje:,Nije moguće zatražiti narudžbu za isti dan za sljedeće stavke:,Tajā pašā dienā nav iespējams pieprasīt pasūtījumu šādām precēm:,Hindi posible na humiling ng isang order para sa parehong araw para sa mga sumusunod na item:,खालील आयटमसाठी त्याच दिवसासाठी ऑर्डरची विनंती करणे शक्य नाही:,નીચેની આઇટમ્સ માટે તે જ દિવસ માટે requestર્ડરની વિનંતી કરવી શક્ય નથી:,برای موارد زیر امکان سفارش در همان روز وجود ندارد:,لا يمكن طلب طلب في نفس اليوم للعناصر التالية:,לא ניתן לבקש הזמנה לאותו יום עבור הפריטים הבאים:,مندرجہ ذیل آئٹمز کے لئے اسی دن کے لئے آرڈر کی درخواست کرنا ممکن نہیں ہے۔
public.checkout.errors.ZONE_AVAIABILITY_SCHEDULE_ERROR,It is not possible to deliver to your post code for the requested time and day.,Δεν είναι δυνατή η παράδοση στον ταχυδρομικό σου κώδικα κατά την απαιτούμενη ώρα και ημέρα.,Het is niet mogelijk om op de gevraagde tijd en dag op uw postcode te bezorgen.,Il n'est pas possible de livrer à votre code postal pour l'heure et le jour demandés.,"Es ist nicht möglich, für die gewünschte Uhrzeit und den gewünschten Tag an Ihre Postleitzahl zu liefern.",No es posible realizar la entrega a su código postal para la hora y el día solicitados.,Non è possibile effettuare consegne al codice postale per l'ora e il giorno richiesti.,Não é possível entregar no seu código postal para a hora e dia solicitados.,Posta kodunuzda belirtilen adrese istenilen gün ve saatte teslimat yapmanız mümkün değildir.,Не е възможно да доставите на вашия пощенски код за исканото време и ден.,Доставка по вашему почтовому индексу в запрошенное время и день невозможна.,अनुरोधित समय और दिन के लिए अपने पोस्ट कोड को वितरित करना संभव नहीं है।,ご希望の日時にご指定の郵便番号宛にお届けすることはできません。,요청한 시간과 요일에는 우편 번호로 배송 할 수 없습니다.,Không thể gửi mã bưu điện của bạn trong thời gian và ngày được yêu cầu.,无法在您要求的时间和日期发送邮政编码。,Nije moguće dostaviti na poštanski broj za traženo vrijeme i dan.,Није могуће доставити на поштански број у тражено време и дан.,Не е можно да се достават до вашиот поштенски број за бараното време и ден.,Na požadovaný čas a den není možné doručit na vaše poštovní směrovací číslo.,Det er ikke muligt at levere til dit postnummer for det ønskede tidspunkt og dag.,Postinumeroon ei ole mahdollista toimittaa pyydettyä aikaa ja päivää.,Det er ikke mulig å levere til postnummeret ditt for ønsket tid og dag.,Det är inte möjligt att leverera till ditt postnummer för önskad tid och dag.,অনুরোধ সময় এবং দিনের জন্য আপনার পোস্ট কোডে সরবরাহ করা সম্ভব নয়।,A kért időre és napra nem lehet kézbesíteni az irányítószámát.,Tidak mungkin mengirim ke kode pos Anda untuk waktu dan hari yang diminta.,Nu este posibil să livrați în codul dvs. poștal pentru ora și ziua solicitate.,Nu este posibil să livrați în codul dvs. poștal pentru ora și ziua solicitate.,Nie jest możliwe dostarczenie na Twój kod pocztowy na żądaną godzinę i dzień.,Nije moguće dostaviti na poštanski broj u traženo vrijeme i dan.,Pieprasītajā laikā un dienā nav iespējams piegādāt jūsu pasta indeksu.,Hindi posible na maihatid sa iyong post code para sa hiniling na oras at araw.,विनंती केलेला वेळ आणि दिवस आपल्या पोस्ट कोडवर वितरित करणे शक्य नाही.,વિનંતી કરેલ સમય અને દિવસ માટે તમારા પોસ્ટ કોડને પહોંચાડવાનું શક્ય નથી.,برای ساعت و روز درخواستی تحویل کد پستی شما امکان پذیر نیست.,لا يمكن التسليم إلى الرمز البريدي الخاص بك في الوقت واليوم المطلوبين.,לא ניתן למסור למיקוד שלך עבור השעה והיום המבוקשים.,مطلوبہ وقت اور دن کیلئے اپنے پوسٹ کوڈ کی فراہمی ممکن نہیں ہے۔
public.select.selectBetween,You must select between {{ childCategory.min }} and {{ childCategory.max }} values.,Πρέπει να επιλέξεις μεταξύ των τιμών {{childCategory.min}} και {{childCategory.max}}.,U moet kiezen tussen de waarden {{childCategory.min}} en {{childCategory.max}}.,Vous devez sélectionner entre les valeurs {{childCategory.min}} et {{childCategory.max}}.,Sie müssen zwischen den Werten {{childCategory.min}} und {{childCategory.max}} wählen.,Debe seleccionar entre los valores {{childCategory.min}} y {{childCategory.max}}.,Devi scegliere tra i valori {{childCategory.min}} e {{childCategory.max}}.,Você deve selecionar entre os valores {{childCategory.min}} e {{childCategory.max}}.,{{ChildCategory.min}} ve {{childCategory.max}} değerleri arasında seçim yapmalısınız.,Трябва да избирате между стойности {{childCategory.min}} и {{childCategory.max}}.,Вы должны выбрать между значениями {{childCategory.min}} и {{childCategory.max}}.,आपको {{childCategory.min}} और {{childCategory.max}} मानों के बीच चयन करना होगा।,{{childCategory.min}}と{{childCategory.max}}の間でご選択ください,{{childCategory.min}} 및 {{childCategory.max}} 값 중에서 선택해야합니다.,Bạn phải chọn giữa các giá trị {{childCategory.min}} và {{childCategory.max}}.,您必须在{{childCategory.min}}和{{childCategory.max}}值之间选择。,Morate odabrati između vrijednosti {{childCategory.min}} i {{childCategory.max}}.,Морате да изаберете између вредности {{childCategory.min}} и {{childCategory.max}}.,Мора да изберете помеѓу вредностите {{childCategory.min}} и {{childCategory.max}}.,Musíte vybrat mezi hodnotami {{childCategory.min}} a {{childCategory.max}}.,Du skal vælge mellem {{childCategory.min}} og {{childCategory.max}} værdier.,Sinun on valittava {{childCategory.min}} - ja {{childCategory.max}} -arvojen välillä.,Du må velge mellom {{childCategory.min}} og {{childCategory.max}} verdier.,Du måste välja mellan {{childCategory.min}} och {{childCategory.max}}.,আপনাকে অবশ্যই {{childCategory.min}} এবং {{childCategory.max}} মানের মধ্যে নির্বাচন করতে হবে।,Választania kell a {{childCategory.min}} és a {{childCategory.max}} értékek között.,Anda harus memilih antara nilai {{childCategory.min}} dan {{childCategory.max}}.,Trebuie să selectați între valorile {{childCategory.min}} și {{childCategory.max}}.,Ви повинні вибрати значення {{childCategory.min}} та {{childCategory.max}}.,Musisz wybrać pomiędzy wartościami {{childCategory.min}} i {{childCategory.max}}.,Morate odabrati između vrijednosti {{childCategory.min}} i {{childCategory.max}}.,Jums ir jāizvēlas starp vērtībām {{childCategory.min}} un {{childCategory.max}}.,Dapat kang pumili sa pagitan ng mga halagang {{childCategory.min}} at {{childCategory.max}}.,आपण {{childCategory.min}} आणि {{childCategory.max}} मूल्ये दरम्यान निवडले पाहिजे.,તમારે {{childCategory.min}} અને {{childCategory.max}} મૂલ્યો વચ્ચે પસંદ કરવું આવશ્યક છે.,شما باید بین مقادیر {{childCategory.min}} و {{childCategory.max}} را انتخاب کنید.,يجب أن تختار بين قيم {{childCategory.min}} و {{childCategory.max}}.,עליך לבחור בין הערכים {{childCategory.min}} ו- {{childCategory.max}}.,آپ کو {{childCategory.min}} اور {{childCategory.max}} اقدار کے درمیان انتخاب کرنا چاہئے۔
public.global.newVersionAvailable,You are running an older version of the application. Reload the application to receive the latest update,Η έκδοση της εφαρμογής που χρησιμοποιείς είναι παλαιότερη. Φόρτωσε ξανά την εφαρμογή για να λάβεις την πιο πρόσφατη ενημέρωση,U gebruikt een oudere versie van de applicatie. Laad de applicatie opnieuw om de laatste update te ontvangen,Vous exécutez une ancienne version de l'application. Rechargez l'application pour recevoir la dernière mise à jour,"Sie führen eine ältere Version der Anwendung aus. Laden Sie die Anwendung neu, um das neueste Update zu erhalten",Está ejecutando una versión anterior de la aplicación. Vuelva a cargar la aplicación para recibir la última actualización,Stai eseguendo una versione precedente dell'applicazione. Ricarica l'applicazione per ricevere l'ultimo aggiornamento,Você está executando uma versão mais antiga do aplicativo. Recarregue o aplicativo para receber a atualização mais recente,Uygulamanın eski bir sürümünü kullanıyorsunuz. En son güncellemeyi almak için uygulamayı yeniden yükleyin,"Изпълнявате по-стара версия на приложението. Презаредете приложението, за да получите най-новата актуализация","Вы используете старую версию приложения. Перезагрузите приложение, чтобы получить последнее обновление",आप एप्लिकेशन का एक पुराना संस्करण चला रहे हैं। नवीनतम अपडेट प्राप्त करने के लिए एप्लिकेशन को पुनः लोड करें,古いバージョンのアプリケーションを実行しています。アプリケーションをリロードして、最新版へ更新してください,이전 버전의 애플리케이션을 실행하고 있습니다. 최신 업데이트를 받으려면 응용 프로그램을 다시로드하십시오.,Bạn đang chạy phiên bản cũ hơn của ứng dụng. Tải lại ứng dụng để nhận bản cập nhật mới nhất,您正在运行该应用程序的旧版本。重新加载应用程序以接收最新更新,Koristite stariju verziju aplikacije. Ponovo učitajte aplikaciju da biste dobili najnovije ažuriranje,Користите старију верзију апликације. Поново учитајте апликацију да бисте добили најновије ажурирање,Používáte starší verzi aplikace. Znovu načtěte aplikaci a získejte nejnovější aktualizaci,Používáte starší verzi aplikace. Znovu načtěte aplikaci a získejte nejnovější aktualizaci,Du kører en ældre version af applikationen. Genindlæs applikationen for at modtage den seneste opdatering,Käytössäsi on sovelluksen vanhempi versio. Lataa viimeisin päivitys lataamalla sovellus uudelleen,Du kjører en eldre versjon av applikasjonen. Last applikasjonen på nytt for å motta den siste oppdateringen,Du kör en äldre version av applikationen. Ladda om applikationen för att få den senaste uppdateringen,আপনি অ্যাপ্লিকেশনটির একটি পুরানো সংস্করণ চালাচ্ছেন। সর্বশেষ আপডেট পেতে অ্যাপ্লিকেশনটি পুনরায় লোড করুন,"Az alkalmazás régebbi verzióját futtatja. Töltse be újra az alkalmazást, hogy megkapja a legfrissebb frissítést",Anda menjalankan aplikasi versi lama. Muat ulang aplikasi untuk menerima pembaruan terbaru,Rulați o versiune mai veche a aplicației. Reîncărcați aplicația pentru a primi cea mai recentă actualizare,"У вас запущена старіша версія програми. Перезавантажте програму, щоб отримати останнє оновлення","Używasz starszej wersji aplikacji. Załaduj ponownie aplikację, aby otrzymać najnowszą aktualizację",Koristite stariju verziju aplikacije. Ponovo učitajte aplikaciju da biste dobili najnovije ažuriranje,"Jūs izmantojat vecāku lietojumprogrammas versiju. Pārlādējiet lietojumprogrammu, lai saņemtu jaunāko atjauninājumu",Nagpapatakbo ka ng isang mas lumang bersyon ng application. I-reload ang application upang matanggap ang pinakabagong pag-update,आपण अनुप्रयोगाची जुनी आवृत्ती चालवित आहात. नवीनतम अद्यतन प्राप्त करण्यासाठी अनुप्रयोग रीलोड करा,તમે એપ્લિકેશનનું જૂનું સંસ્કરણ ચલાવી રહ્યા છો. નવીનતમ અપડેટ પ્રાપ્ત કરવા માટે એપ્લિકેશનને ફરીથી લોડ કરો,شما نسخه قدیمی برنامه را اجرا می کنید. برنامه را بارگیری کنید تا آخرین به روزرسانی را دریافت کنید,أنت تقوم بتشغيل إصدار أقدم من التطبيق. أعد تحميل التطبيق ليصلك آخر تحديث,אתה מריץ גרסה ישנה יותר של היישום. טען מחדש את היישום כדי לקבל את העדכון האחרון,آپ ایپلی کیشن کا پرانا ورژن چلا رہے ہیں۔ تازہ ترین اپ ڈیٹ حاصل کرنے کے لئے ایپلی کیشن کو دوبارہ لوڈ کریں
public.global.reloadApplication,Reload application,Επαναφόρτωση εφαρμογής,Herlaad de applicatie,Recharger l'application,Anwendung neu laden,Recargar aplicación,Ricarica l'applicazione,Recarregar aplicativo,Uygulamayı yeniden yükle,Презаредете приложението,Обновить приложение,आवेदन पुनः लोड करें,アプリケーションをリロード,애플리케이션 새로 고침,Tải lại ứng dụng,重新加载应用,Ponovo učitaj aplikaciju,Поново учитај апликацију,Znovu načtěte aplikaci,Znovu načtěte aplikaci,Genindlæs applikation,Lataa sovellus uudelleen,Last applikasjonen på nytt,Ladda om ansökan,অ্যাপ্লিকেশনটি পুনরায় লোড করুন,Töltse újra az alkalmazást,Muat ulang aplikasi,Reîncărcați aplicația,Перезавантажте додаток,Załaduj ponownie aplikację,Ponovo učitaj aplikaciju,Pārlādēt lietojumprogrammu,I-reload ang application,अनुप्रयोग रीलोड करा,એપ્લિકેશન ફરીથી લોડ કરો,بارگیری مجدد برنامه,إعادة تحميل التطبيق,טען מחדש את היישום,ایپلیکیشن دوبارہ لوڈ کریں
public.checkout.errors.ADDRESS_DELIVERY_HOURS_SCHEDULE_ERROR,It is not possible to deliver orders at the specific time and date. Please select an alternative.,Δεν είναι δυνατή η παράδοση παραγγελιών κατά τη συγκεκριμένη ώρα και ημερομηνία. Επίλεξε μια εναλλακτική λύση.,Het is niet mogelijk om bestellingen op de specifieke tijd en datum te bezorgen. Selecteer een alternatief.,Il n'est pas possible de livrer les commandes à l'heure et à la date spécifiques. Veuillez sélectionner une alternative.,"Es ist nicht möglich, Bestellungen zu einem bestimmten Zeitpunkt und Datum zu liefern. Bitte wählen Sie eine Alternative.",No es posible entregar pedidos en la fecha y hora específicas. Seleccione una alternativa.,Non è possibile consegnare ordini all'ora e alla data specificate. Seleziona un'alternativa.,Não é possível entregar pedidos na hora e data específicas. Selecione uma alternativa.,Belirlenen saat ve tarihte siparişlerin teslim edilmesi mümkün değildir. Lütfen bir alternatif seçin.,"Не е възможно да се доставят поръчки в точното време и дата. Моля, изберете алтернатива.",Доставка заказов в определенное время и дату невозможна. Выберите альтернативу.,विशिष्ट समय और तिथि पर आदेश देना संभव नहीं है। कृपया कोई विकल्प चुनें।,特定の日時にご注文をお届けすることはできません。別の日時を選択してください。,특정 시간 및 날짜에 주문을 배송 할 수 없습니다. 대안을 선택하십시오.,Không thể giao đơn đặt hàng vào thời gian và ngày cụ thể. Vui lòng chọn một giải pháp thay thế.,无法在特定时间和日期下达订单。请选择一个替代品。,Nije moguće dostaviti narudžbe u određeno vrijeme i datum. Odaberite alternativu.,Није могуће испоручити поруџбине у одређено време и датум. Изаберите алтернативу.,Není možné doručit objednávky v konkrétní čas a datum. Vyberte prosím alternativu.,Není možné doručit objednávky v konkrétní čas a datum. Vyberte prosím alternativu.,Det er ikke muligt at levere ordrer på det specifikke tidspunkt og dato. Vælg et alternativ.,Tilauksia ei voida toimittaa tiettynä ajankohtana. Valitse vaihtoehto.,Det er ikke mulig å levere bestillinger til spesifikk tid og dato. Velg et alternativ.,Det är inte möjligt att leverera beställningar vid den specifika tidpunkten och datumet. Välj ett alternativ.,নির্দিষ্ট সময় এবং তারিখে অর্ডার সরবরাহ করা সম্ভব নয়। একটি বিকল্প নির্বাচন করুন।,A megadott időpontban és időpontban nem lehet megrendeléseket leadni. Válasszon egy alternatívát.,Tidak mungkin mengirimkan pesanan pada waktu dan tanggal tertentu. Pilih alternatif.,Nu este posibil să livrați comenzi la data și ora specifică. Vă rugăm să selectați o alternativă.,Неможливо доставити замовлення в певний час і дату. Виберіть альтернативу.,Nie ma możliwości dostarczenia zamówienia w określonym czasie i terminie. Wybierz alternatywę.,Nije moguće dostaviti narudžbe u određeno vrijeme i datum. Odaberite alternativu.,"Pasūtījumus noteiktā laikā un datumā piegādāt nav iespējams. Lūdzu, izvēlieties alternatīvu.",Hindi posible na maghatid ng mga order sa tiyak na oras at petsa. Mangyaring pumili ng kahalili.,विशिष्ट वेळ आणि तारखेला ऑर्डर देणे शक्य नाही. कृपया एखादा पर्याय निवडा.,ચોક્કસ સમય અને તારીખે ઓર્ડર પહોંચાડવાનું શક્ય નથી. કૃપા કરી કોઈ વિકલ્પ પસંદ કરો.,تحویل سفارشات در زمان و تاریخ مشخص امکان پذیر نیست. لطفاً گزینه دیگری را انتخاب کنید.,لا يمكن تسليم الطلبات في الوقت والتاريخ المحددين. الرجاء تحديد بديل.,לא ניתן למסור הזמנות במועד ובמועד הספציפיים. אנא בחר אלטרנטיבה.,مخصوص وقت اور تاریخ پر آرڈرز کی فراہمی ممکن نہیں ہے۔ براہ کرم کوئی متبادل منتخب کریں۔
public.checkout.errors.PICKUP_HOURS_SCHEDULE_ERROR,It is not possible to pickup orders at the specific time and date. Please select an alternative.,Δεν είναι δυνατή η παραλαβή παραγγελιών κατά τη συγκεκριμένη ώρα και ημερομηνία. Επίλεξε μια εναλλακτική λύση.,Het is niet mogelijk om bestellingen op de specifieke tijd en datum af te halen. Selecteer een alternatief.,Il n'est pas possible de récupérer les commandes à l'heure et à la date spécifiques. Veuillez sélectionner une alternative.,"Es ist nicht möglich, Bestellungen zu einem bestimmten Zeitpunkt und Datum abzuholen. Bitte wählen Sie eine Alternative.",No es posible recoger pedidos en la fecha y hora específicas. Seleccione una alternativa.,Non è possibile ritirare gli ordini all'ora e alla data specifiche. Seleziona un'alternativa.,Não é possível retirar pedidos na hora e data específicas. Selecione uma alternativa.,Belirlenen saat ve tarihte sipariş almak mümkün değildir. Lütfen bir alternatif seçin.,"Не е възможно да се вземат поръчки в конкретния час и дата. Моля, изберете алтернатива.",Забрать заказы в определенное время и дату невозможно. Выберите альтернативу.,विशिष्ट समय और तिथि पर आदेशों को चुनना संभव नहीं है। कृपया कोई विकल्प चुनें।,ご指定の日時にご注文をお渡しする事ができません。別の日時を選択してください。,특정 시간 및 날짜에는 주문을 픽업 할 수 없습니다. 대안을 선택하십시오.,Không thể nhận đơn đặt hàng vào thời gian và ngày cụ thể. Vui lòng chọn một giải pháp thay thế.,无法在特定时间和日期取货。请选择一个替代品。,Nije moguće preuzeti narudžbe u određeno vrijeme i datum. Odaberite alternativu.,Није могуће преузети наруџбине у одређено време и датум. Изаберите алтернативу.,Není možné vyzvednout objednávky v konkrétní čas a datum. Vyberte prosím alternativu.,Není možné vyzvednout objednávky v konkrétní čas a datum. Vyberte prosím alternativu.,Det er ikke muligt at afhente ordrer på det specifikke tidspunkt og dato. Vælg et alternativ.,Tilauksia ei voi noutaa tiettynä ajankohtana. Valitse vaihtoehto.,Det er ikke mulig å hente bestillinger til spesifikk tid og dato. Velg et alternativ.,Det är inte möjligt att hämta beställningar vid den specifika tidpunkten och datumet. Välj ett alternativ.,নির্দিষ্ট সময় এবং তারিখে পিকআপ অর্ডার নেওয়া সম্ভব নয়। একটি বিকল্প নির্বাচন করুন।,A megadott időpontban és időpontban nem lehet megrendeléseket átvenni. Válasszon egy alternatívát.,Tidak mungkin mengambil pesanan pada waktu dan tanggal tertentu. Pilih alternatif.,Nu este posibil să ridicați comenzile la data și ora specifică. Vă rugăm să selectați o alternativă.,Неможливо забрати замовлення в певний час і дату. Виберіть альтернативу.,Nie ma możliwości odbioru zamówień w określonym czasie i dniu. Wybierz alternatywę.,Nije moguće preuzeti narudžbe u određeno vrijeme i datum. Odaberite alternativu.,"Konkrētajā laikā un datumā nav iespējams saņemt pasūtījumus. Lūdzu, izvēlieties alternatīvu.",Hindi posible na pumili ng mga order sa tukoy na oras at petsa. Mangyaring pumili ng kahalili.,विशिष्ट वेळ आणि तारखेस ऑर्डर पिकअप करणे शक्य नाही. कृपया एखादा पर्याय निवडा.,Timeર્ડરને ચોક્કસ સમય અને તારીખે પસંદ કરવાનું શક્ય નથી. કૃપા કરી કોઈ વિકલ્પ પસંદ કરો.,سفارشات وانت در ساعت و تاریخ مشخص امکان پذیر نیست. لطفاً گزینه دیگری را انتخاب کنید.,لا يمكن استلام الطلبات في الوقت والتاريخ المحددين. الرجاء تحديد بديل.,לא ניתן לאסוף הזמנות במועד ובמועד הספציפיים. אנא בחר אלטרנטיבה.,مخصوص وقت اور تاریخ پر اٹھا لینے والے آرڈرز کا حصول ممکن نہیں ہے۔ براہ کرم کوئی متبادل منتخب کریں۔
public.store.catalog.offer.characteristics.halal,Halal,Χαλάλ,Halal,Halal,Halal,Halal,Halal,Halal,Helal,Халал,Халяль,हलाल,ハラール,할랄,Halal,清真,Halal,Халал,Halal,Halal,Halal,Halal,Halal,Halal,হালাল,Halal,Halal,Halal,Халяль,Halal,Halal,Halal,Halal,हलाल,હલાલ,حلال,حلال,חלאל,حلال
public.store.catalog.offer.characteristics.barley,Barley,Κριθάρι,Gerst,Orge,Gerste,Cebada,Orzo,Cevada,Arpa,Ечемик,Ячмень,जौ,大麦,보리,Lúa mạch,大麦,Jedva,Јечам,Ječmen,Ječmen,Byg,Ohra,Bygg,Korn,বার্লি,Árpa,Jelai,Orz,Ячмінь,Jęczmień,Ječam,Mieži,Barley,बार्ली,જવ,جو,شعير,בקושי,جو
