id,en,el,nl,fr,de,es,it,pt,tr,bg,ru,hi,ja
admin.store.setting.rules.optgroups,Option Groups,Ομάδες επιλογών,Optiegroepen,Groupes d'options,Optionsgruppen,Grupos de opciones,Gruppi di opzioni,Grupos de opções,Seçenek Grupları,Опционални групи,Варианты групп,विकल्प समूह,オプショングループ
admin.store.setting.rules.addoptgroup,Add Option Group,Προσθήκη ομάδας επιλογών,Optiegroep toevoegen,Ajouter un groupe d'options,Optionsgruppe hinzufügen,Agregar grupo de opciones,Aggiungi gruppo opzioni,Adicionar grupo de opções,Seçenek Grubu Ekle,група опции,Добавить группу параметров,विकल्प समूह जोड़ें,オプショングループの追加
admin.store.setting.rules.backtorule,Back To Rule,Επιστροφή στον κανόνα,Terug naar regel,Retour à la règle,Zurück zur Regel,Volver a la regla,Torna alla regola,Voltar à regra,Kurala Geri Dön,Назад към правило,Вернуться к правилу,नियम पर वापस जाएं,ルールに戻る
admin.store.setting.rules.createruleptgroup,Create Option Group,Δημιουργία ομάδας επιλογών,Optiegroep maken,Créer un groupe d'options,Optionsgruppe erstellen,Crear grupo de opciones,Crea gruppo opzioni,Criar grupo de opções,Seçenek Grubu Oluştur,Създаване на опционална група,Создать группу параметров,विकल्प समूह बनाएँ,オプショングループの作成
admin.store.setting.rules.ruleoptgroup,Option Group,Ομάδα επιλογών,Optiegroep,Groupe d'options,Optionsgruppe,Grupo de opciones,Gruppo di opzioni,Grupo de opções,Seçenek Grubu,Вариантна група,Вариант группы,विकल्प समूह,オプショングループ
admin.store.setting.paymentSettings,Payment Settings,Ρυθμίσεις πληρωμής,Betalingsinstellingen,Paramètres de paiement,Zahlungseinstellungen,Configuración de pagos,Impostazioni di pagamento,Configurações de pagamento,Ödeme Ayarları,Настройки платежей,Настройки оплаты,भुगतान सेटिंग्स,支払い設定
admin.store.orderingEmailcustomer,Email customer on order status change,Αποστολή email στον πελάτη για αλλαγές της κατάστασης της παραγγελίας,E-mail de klant bij wijziging van de bestelstatus,Envoyer un e-mail au client lors du changement de statut de la commande,E-Mail an den Kunden bei Änderung des Bestellstatus,Envíe un correo electrónico al cliente sobre el cambio de estado del pedido,Invia un'email al cliente sulla modifica dello stato dell'ordine,Enviar e-mail ao cliente sobre alteração de status do pedido,Sipariş durumu değişikliğinde müşteriye e-posta gönderin,Изпратете имейл на клиента при промяна на състоянието на поръчката,Написать покупателю об изменении статуса заказа,ऑर्डर की स्थिति बदलने पर ईमेल ग्राहक,注文状況の変更についてお客様にメールを送信する
admin.store.orderNotificationSound,Continuous Order Notification Sound,Συνεχής ήχος ειδοποίησης νέας παραγγελίας,Continu ordermelding geluid,Alerte sonore continue pour toute nouvelle commande,Kontinuierlicher Bestellbenachrichtigungston,Sonido de notificación de pedido continuo,Suono di notifica ordine continuo,Som de notificação de pedido contínuo,Sürekli Sipariş Bildirimi Sesi,Непрекъснато звуково известие за поръчка,Непрерывный звук уведомления о заказе,सतत क्रम अधिसूचना ध्वनि,注文通知音を継続させる
admin.store.catalog.error.overlappingSchedules,The schedules cannot be saved as the periods are overlapping,Τα ωράρια δεν μπορούν να αποθηκευτούν καθώς οι περίοδοι αλληλεπικαλύπτονται,De schema's kunnen niet worden opgeslagen omdat de perioden elkaar overlappen,Les horaires ne peuvent pas être enregistrés car les périodes se chevauchent,"Die Zeitpläne können nicht gespeichert werden, da sich die Zeiträume überschneiden",Los horarios no se pueden guardar porque los períodos se superponen,Non è possibile salvare i programmi poiché i periodi si sovrappongono,As programações não podem ser salvas porque os períodos estão se sobrepondo,Periyotlar çakıştığı için programlar kaydedilemez,"Графиците не могат да бъдат запазени, тъй като периодите се припокриват","Расписания не могут быть сохранены, поскольку периоды перекрываются",शेड्यूल को ओवरलैप होने के कारण शेड्यूल को बचाया नहीं जा सकता,期間が重複しているため、スケジュールを保存できません
admin.store.catalog.error.timeScopeWrong,Time scope is wrong,Το χρονικό πεδίο είναι λάθος,Tijdsbereik is verkeerd,La durée est incorrecte,Zeitrahmen ist falsch,El alcance del tiempo es incorrecto,L'ambito temporale è sbagliato,O escopo do tempo está errado,Zaman kapsamı yanlış,Времевият обхват е грешен,Диапазон времени неверен,समय की गुंजाइश गलत है,時間範囲が間違っています
admin.store.catalog.error.noDaySelect,There is no selected day,Δεν υπάρχει επιλεγμένη ημέρα,Er is geen geselecteerde dag,Il n'y a pas de jour sélectionné,Es ist kein Tag ausgewählt,No hay día seleccionado,Nessun giorno selezionato,Não há nenhum dia selecionado,Seçili gün yok,Няма избран ден,День не выбран,कोई चयनित दिन नहीं है,選択した日がありません
admin.store.catalog.error.loadSchedules,Error ocurred while fetching schedule,Παρουσιάστηκε σφάλμα κατά τη λήψη του ωραρίου,Er is een fout opgetreden bij het ophalen van het schema,Une erreur s'est produite lors de la récupération de l'horaire,Beim Abrufen des Zeitplans ist ein Fehler aufgetreten,Ocurrió un error al obtener el horario,Si è verificato un errore durante il recupero della pianificazione,Ocorreu um erro ao buscar programação,Program oluşturulurken hata oluştu,Възникна грешка при извличане на графика,Ошибка при загрузке расписания,शेड्यूल प्राप्त करते समय त्रुटि आई,スケジュールの取得中にエラーが発生しました
admin.store.catalog.error.createSchedule,An error occured while saving schedule,Παρουσιάστηκε σφάλμα κατά την αποθήκευση του ωραρίου,Er is een fout opgetreden bij het opslaan van het schema,Une erreur s'est produite lors de l'enregistrement de l'horaire,Beim Speichern des Zeitplans ist ein Fehler aufgetreten,Ocurrió un error al guardar el horario,Si è verificato un errore durante il salvataggio della pianificazione,Ocorreu um erro ao salvar a programação,Program kaydedilirken bir hata oluştu,Възникна грешка при запазване на графика,Произошла ошибка при сохранении расписания,शेड्यूल को सहेजते समय एक त्रुटि हुई,スケジュールの保存中にエラーが発生しました
admin.store.catalog.error.updateSchedule,An error occured while updating schedule,Παρουσιάστηκε σφάλμα κατά την ενημέρωση του ωραρίου,Er is een fout opgetreden bij het bijwerken van het schema,Une erreur s'est produite lors de la mise à jour de l'horaire,Beim Aktualisieren des Zeitplans ist ein Fehler aufgetreten,Ocurrió un error al actualizar el horario,Si è verificato un errore durante l'aggiornamento della pianificazione,Ocorreu um erro ao atualizar a programação,Program güncellenirken bir hata oluştu,При актуализирането на графика възникна грешка,Произошла ошибка при обновлении расписания,शेड्यूल अपडेट करते समय एक त्रुटि हुई,スケジュールの更新中にエラーが発生しました
admin.store.catalog.error.deleteSchedule,An error occured while deleting schedule,Παρουσιάστηκε σφάλμα κατά τη διαγραφή του ωραρίου,Er is een fout opgetreden bij het verwijderen van het schema,Une erreur s'est produite lors de la suppression de l'horaire,Beim Löschen des Zeitplans ist ein Fehler aufgetreten,Se produjo un error al eliminar la programación,Si è verificato un errore durante l'eliminazione della pianificazione,Ocorreu um erro ao excluir a programação,Program silinirken bir hata oluştu,При изтриването на графика възникна грешка,При удалении расписания произошла ошибка,शेड्यूल हटाते समय एक त्रुटि हुई,スケジュールの削除中にエラーが発生しました
admin.store.message.CreateScheduleSuccess,Successfully created,Δημιουργήθηκε με επιτυχία,Succesvol gemaakt,Créé avec succès,Erfolgreich erstellt,Creado con éxito,Creato con successo,Criado com sucesso,Başarıyla oluşturuldu,Успешно създаден,Успешно создано,सफलतापूर्वक बनाया गया,正常に作成されました
admin.store.message.updateScheduleSuccess,Successfully updated,Ενημερώθηκε με επιτυχία,Succesvol geüpdatet,Mise à jour réussie,Erfolgreich aktualisiert,Actualizado exitosamente,Aggiornato con successo,Atualizado com sucesso,Başarıyla güncellendi,Успешно актуализиран,Успешно обновлено,सफलतापूर्वक उत्परिवर्तित,正常に更新されました
admin.store.message.deleteScheduleSuccess,Successfully deleted,Διαγράφηκε με επιτυχία,Succesvol verwijderd,Supprimé avec succès,Erfolgreich gelöscht,Eliminado con éxito,Eliminato con successo,Excluído com sucesso,Başarıyla silindi,Изтрито успешно,Успешно удалено,सफलतापूर्वक हटा दिया गया,正常に削除されました
admin.store.catalog.backToCategory,Back To Category,Επιστροφή στην κατηγορία,Terug naar categorie,Retour à la catégorie,Zurück zur Kategorie,Volver a la categoría,Torna alla categoria,Voltar à categoria,Kategoriye Geri Dön,Назад към категорията,Вернуться в категорию,वापस श्रेणी के लिए,カテゴリに戻る
admin.store.schedule.backToSchedule,Back to schedules,Επιστροφή στα ωράρια,Terug naar schema's,Retour aux horaires,Zurück zu den Zeitplanen,Volver al horario,Torna al programma,Voltar à programação,Programa dön,Обратно към графика,Вернуться к расписанию,वापस अनुसूची पर,スケジュールに戻る
admin.store.schedule.add,Add,Προσθήκη,Toevoegen,Ajouter,Hinzufügen,Añadir,Inserisci,Adicionar,Ekle,Добавяне,Добавить,जोड़ना,追加
admin.store.schedule.save,Save,Αποθήκευση,Opslaan,Sauvegarder,Speichern,Salvar,Salva,Salve ,Kaydet,Запази,Сохранить,सहेजें,保存
admin.store.schedule.name,Name,Ονομα,Naam,Nom,Name,Nombre,Nome,Nome,İsim,Име,название,नाम,名前
admin.store.schedule.createScheduleItem,Add New Schedule,Προσθήκη νέου ωραρίου,Voeg een nieuw schema toe,Ajouter un nouvel horaire,Neuen Zeitplan hinzufügen,Agregar nuevo horario,Aggiungi nuova pianificazione,Adicionar nova programação,Yeni Program Ekle,Добавете нов график,Добавить новое расписание,नया शेड्यूल जोड़ें,新しいスケジュールを追加
admin.store.schedule.editScheduleItem,Edit Schedule,Επεξεργασία ωραρίου,Bewerk schema,Modifier le calendrier,Zeitplan bearbeiten,Editar horario,Modifica pianificazione,Editar programação,Programı Düzenle,Редактиране на графика,Изменить расписание,अनुसूची संपादित करें,スケジュールの編集
admin.store.schedule.cancel,Cancel,Ματαίωση,Annuleren,Annuler,Stornieren,Cancelar,Annulla,Cancelar,İptal et,Отказ,Oтмена,रद्द करना,キャンセル
admin.store.schedule.startTime,Start Time,Ωρα έναρξης,Starttijd,Heure de début,Startzeit,Hora de inicio,Ora di inizio,Hora de início,Başlangıç ​​Saati,Начален час,Время начала,समय शुरू,開始時間
admin.store.schedule.endTime,End Time,Ώρα λήξης,Eindtijd,Heure de fin,Endzeit,Hora de finalización,Tempo scaduto,Fim do tempo,Bitiş Saati,Краен час,Время окончания,अंतिम समय,終了時間
admin.store.schedule.delete,Delete,Διαγραφή,Verwijderen,Supprimer,Löschen,Eliminar,Elimina,Excluir,Sil,Изтрий,Yдалять,हटाएं,削除
admin.store.schedule.mon,Mon,Δευ,Ma,Lun,Mo.,,,,Paz,,,,月曜日
admin.store.schedule.tue,Tue,Τρι,Di,Mar,Di.,,,,Sal,,,,火曜日
admin.store.schedule.wed,Wed,Τετ,Wo,Mer,Mi.,,,,Çar,,,,水曜日
admin.store.schedule.thu,Thu,Πεμ,Do,Jeu,Do.,,,,Per,,,,木曜日
admin.store.schedule.fri,Fri,Παρ,Vr,Ven,Fr.,,,,Cum,,,,金曜日
admin.store.schedule.sat,Sat,Σαβ,Za,Sam,Sa.,,,,Cmt,,,,土曜日
admin.store.schedule.sun,Sun,Κυρ,Zo,Dim,So.,,,,Paz,,,,日曜日
admin.global.saveAndNew,Save & Add New,Αποθήκευση & Προσθήκη νέου,Opslaan en nieuwe toevoegen,Enregistrer et ajouter nouveau,Speichern & Neu hinzufügen,Guardar y agregar nuevo,Salva e aggiungi nuovo,Salvar e adicionar novo,Kaydet ve Yeni Ekle,Запазване и добавяне на ново,Сохранить и добавить новый,सहेजें और नया जोड़ें,保存して新規追加
admin.global.saveAndContinue,Save & Continue,Αποθήκευση & Συνέχεια,Opslaan en doorgaan,Enregistrer et continuer,Speichern & fortsetzen,,,,Kaydet ve Devam Et,,,,保存して続ける
admin.store.order.customerName,Customer Name,Όνομα πελάτη,Naam van de klant,Nom du client,Kundenname,Nombre del cliente,Nome del cliente,nome do cliente,Müşteri Adı,Име на клиента,Имя Клиента,ग्राहक का नाम,顧客名
admin.global.subscription.extendPurchase,Extend Subscription,Ανανέωση συνδρομής,Abonnement verlengen,Prolonger l'abonnement,Abonnement verlängern,Ampliar suscripción,Estendi l'abbonamento,Estender assinatura,Aboneliği Uzatın,Удължете абонамента,Продлить подписку,सदस्यता बढ़ाएँ,有料プランの期間延長
admin.global.next,Next,Επόμενο,De volgende,Prochain,Nächster,próximo,Il prossimo,Próximo,Sonraki,Следващия,следующий,आगे,次へ
admin.store.message.saveRuleSuccess,Save Rule Success,Ο κανόνας αποθηκεύτηκε,Sla succes op,Enregistrer le succès de la règle,Regelerfolg speichern,Guardar regla correcta,Salva regola riuscita,Salvar regra com sucesso,Kural başarıyla kaydedildi,Запазете успеха на правилото,Успешное сохранение правила,नियम सफलता बचाओ,ルールの保存が成功しました
admin.store.message.deleteRuleSuccess,Rule Deletion Success,Ο κανόνας διαγράφτηκε,Het verwijderen van de regel is gelukt,Suppression de la règle réussie,Erfolg beim Löschen von Regeln,Éxito de eliminación de reglas,Eliminazione della regola riuscita,Sucesso na exclusão da regra,Kural Silme Başarılı,Успех при изтриване на правило,Правило удаления успешно,नियम विलोपन सफलता,ルールの削除が成功しました
admin.store.setting.rules.infoDeleteORule,The Rule cannot be deleted as it contains category.<br/>The underlying category need to be deleted,Ο κανόνας δεν μπορεί να διαγραφεί καθώς περιέχει κατηγορία. <br/> Η υποκείμενη κατηγορία πρέπει να διαγραφεί,De regel kan niet worden verwijderd omdat deze een categorie bevat. <br/> De onderliggende categorie moet worden verwijderd,La règle ne peut pas être supprimée car elle contient une catégorie. <br/> La catégorie sous-jacente doit être supprimée,"Die Regel kann nicht gelöscht werden, da sie eine Kategorie enthält. <br/> Die zugrunde liegende Kategorie muss gelöscht werden",La regla no se puede eliminar porque contiene una categoría. <br/> La categoría subyacente debe eliminarse,La regola non può essere eliminata poiché contiene una categoria. <br/> La categoria sottostante deve essere eliminata,A regra não pode ser excluída porque contém a categoria. <br/> A categoria subjacente precisa ser excluída,"Kural, kategori içerdiği için silinemez. <br/> Kategorinin silinmesi gerekiyor.","Правилото не може да бъде изтрито, тъй като съдържа категория. <br/> Основната категория трябва да бъде изтрита","Правило не может быть удалено, поскольку оно содержит категорию. <br/> Необходимо удалить соответствующую категорию.",नियम को हटाया नहीं जा सकता क्योंकि इसमें श्रेणी शामिल है। <br/> अंतर्निहित श्रेणी को हटाने की आवश्यकता है,ルールにはカテゴリーが含まれているため、削除できません。<br/>基になるカテゴリーを削除する必要があります
admin.store.setting.rules.confirmDeleteRule,Are you sure you want to delete this Rule?<br/>This action cannot be undone.,Είσαι βέβαιος ότι θέλεις να διαγράψεις αυτόν τον κανόνα; <br/> Δεν είναι δυνατή η αναίρεση αυτής της ενέργειας.,Weet u zeker dat u deze regel wilt verwijderen? <br/> Deze actie kan niet ongedaan worden gemaakt.,Voulez-vous vraiment supprimer cette règle? <br/> Cette action est irréversible.,Möchten Sie diese Regel wirklich löschen? <br/> Diese Aktion kann nicht rückgängig gemacht werden.,¿Está seguro de que desea eliminar esta regla? <br/> Esta acción no se puede deshacer.,Sei sicuro di voler eliminare questa regola? <br/> Questa azione non può essere annullata.,Tem certeza de que deseja excluir esta regra? <br/> Esta ação não pode ser desfeita.,Bu Kuralı silmek istediğinizden emin misiniz? <br/> Bu eylem geri alınamaz.,Наистина ли искате да изтриете това правило? <br/> Това действие не може да бъде отменено.,Вы действительно хотите удалить это правило? <br/> Это действие нельзя отменить.,क्या आप वाकई इस नियम को हटाना चाहते हैं? <br/> यह क्रिया पूर्ववत नहीं की जा सकती।,このルールを削除してもよろしいですか？<br/>このアクションは元に戻せません。
admin.store.setting.rules.updateRule,Update Rule,Ενημέρωση κανόνα,Regel bijwerken,Mettre à jour la règle,Regel aktualisieren,Actualizar regla,Regola di aggiornamento,Regra de atualização,Kuralı Güncelle,Правило за актуализиране,Обновить правило,नियम को अद्यतन करें,ルールの更新
admin.store.addNewSchedule,Add New Schedule,Προσθήκη νέου ωραρίου,Voeg een nieuw schema toe,Ajouter un nouvel horaire,Neuen Zeitplan hinzufügen,Agregar nuevo horario,Aggiungi nuova pianificazione,Adicionar nova programação,Yeni Program Ekle,Добавете нов график,Добавить новое расписание,नया शेड्यूल जोड़ें,新しいスケジュールを追加
admin.store.settings.schedules.title,Schedules,Προγράμματα,Schema's,Horaires,Zeitpläne,Horarios,Orari,Horários,Program,Графици,Расписания,अनुसूचियों,スケジュール
admin.global.subscription.createInvoice,Create Invoice,Δημιουργία τιμολογίου,Maak een factuur,Créer une facture,Rechnung erstellen,Crear factura,Crea fattura,Criar recibo,Fatura oluştur,Създайте фактура,Создать счет,इनवॉयस बनाएँ,請求書を作成する
admin.global.subscription.updateInvoice,Update Invoice,Ενημέρωση τιμολογίου,Update factuur,Mettre à jour la facture,Rechnung aktualisieren,Actualizar factura,Aggiorna fattura,Atualizar fatura,Faturayı Güncelle,Актуализиране на фактура,Обновить счет,चालान का अद्यतन करें,請求書を更新する
admin.global.subscription.deleteInvoice,Delete Invoice,Διαγραφή τιμολογίου,Factuur verwijderen,Supprimer la facture,Rechnung löschen,Eliminar factura,Elimina fattura,Excluir fatura,Faturayı Sil,Изтриване на фактура,Удалить счет-фактуру,चालान हटाएं,請求書を削除する
admin.global.subscription.discountPercentage,Discount Percentage,Ποσοστό έκπτωσης,Kortingspercentage,Pourcentage de remise,Rabattprozentsatz,Porcentaje de descuento,Percentuale di sconto,Porcentagem de Desconto,İndirim Yüzdesi,Процент отстъпка,Скидка в процентах,छूट का प्रतिशत,割引率
admin.global.subscription.currency,Currency,Νόμισμα,Valuta,Devise,Währung,Moneda,Moneta,Moeda,Para birimi,Валута,валюта,मुद्रा,通貨
admin.global.subscription.paymentId,Payment provider payment id,Αναγνωριστικό πληρωμής παρόχου πληρωμής,Betalings-ID van betalingsprovider,Identifiant de paiement du fournisseur de paiement,Zahlungs-ID des Zahlungsanbieters,ID de pago del proveedor de pago,ID pagamento fornitore di servizi di pagamento,ID de pagamento do provedor de pagamento,Ödeme sağlayıcı ödeme kimliği,Идент. № на плащането от доставчика на плащания,Идентификатор платежа поставщика платежа,भुगतान प्रदाता भुगतान आईडी,支払いプロバイダーの支払いID
admin.global.subscription.partnerEmail,Partner Email,Email συνεργάτη,E-mailadres van partner,Email du partenaire,Partner-E-Mail,Correo electrónico del socio,Email del partner,Email do parceiro,İş Ortağı E-postası,Имейл за партньор,Электронная почта партнера,साथी ईमेल,パートナーのメールアドレス
admin.store.order.newestOrderSent,Newest Order Sent,Η τελευταία παραγγελία εστάλη,Nieuwste bestelling verzonden,Dernière commande envoyée,Neueste Bestellung gesendet,Pedido más reciente enviado,Ordine più recente inviato,Pedido mais recente enviado,En Yeni Sipariş Gönderilmesine Göre Sırala,Изпратена е най-новата поръчка,Отправлен последний заказ,नवीनतम आदेश भेजा,注文到着順（新順）
admin.store.order.oldestOrderSent,Oldest Order Sent,Η παλαιότερη παραγγελία εστάλη,Oudste bestelling verzonden,La plus ancienne commande envoyée,Älteste Bestellung gesendet,Pedido más antiguo enviado,Ordine più vecchio inviato,Pedido mais antigo enviado,En Eski Sipariş Gönderilmesine Göre Sırala,Изпратена най-старата поръчка,Самый старый заказ отправлен,सबसे पुराना आदेश भेजा,注文到着順（古順）
admin.store.order.newestOrderWish,Newest Order Wish,Επιθυμία νεότερης παραγγελίας,Nieuwste bestelling wens,Souhait de commande le plus récent,Neuester Bestellwunsch,Deseo de pedido más nuevo,Nuovo desiderio di ordine,Desejo de pedido mais recente,En Yeni Sipariş İsteğine Göre Sırala,Желание за най-нова поръчка,Желание новейшего заказа,नवीनतम आदेश विश,提供期限順（遠順）
admin.store.order.oldestOrderWish,Oldest Order Wish,Παλαιότερη παραγγελία,Oudste orderwens,Souhait de commande le plus ancien,Ältester Bestellwunsch,Deseo de pedido más antiguo,Il più antico desiderio di ordine,Desejo de pedido mais antigo,En Eski Sipariş İsteğine göre Sırala,Най-старото желание за поръчка,Желание самого старого заказа,सबसे पुराना ऑर्डर विश,提供期限順（近順）
admin.store.order.newestOrderExpected,Newest Order Expected,Αναμένεται νεότερη παραγγελία,Nieuwste bestelling verwacht,Commande la plus récente attendue,Neueste Bestellung erwartet,Se espera el pedido más nuevo,Nuovo ordine previsto,Novo pedido esperado,En Yeni Beklenen Siparişe Göre Sırala,Очаква се най-новата поръчка,Ожидается новый заказ,नवीनतम आदेश की उम्मीद,予定日時順（遠順）
admin.store.order.oldestOrderExpected,Oldest Order Expected,Αναμένεται παλαιότερη παραγγελία,Oudste bestelling verwacht,Commande la plus ancienne attendue,Älteste Bestellung erwartet,Se espera el pedido más antiguo,Ordine più vecchio previsto,Pedido mais antigo esperado,En Eski Beklenen Siparişe Göre Sırala,Очаква се най-старата поръчка,Ожидается самый старый заказ,सबसे पुराना आदेश अपेक्षित,予定日時順（近順）
admin.store.filter,Filter,Φίλτρο,Filter,Filtre,Filter,Filtrar,Filtro,Filtro,Filtrele,Филтър,Фильтр,फ़िल्टर,フィルター
admin.store.ready,Ready,Έτοιμες,Klaar,Prêt,Bereit,Listo,Pronto,pronto,Hazır,Готов,готовы,तैयार,準備完了
admin.store.statistics.orderItems,Order items,Παραγγελία προϊόντων,Bestel artikelen,Articles de commande,Auftragspositionen,Encargar artículos,Ordina articoli,Itens de ordem,Sipariş edilen Ürünler,Поръчайте артикули,Товары для заказа,चिजें मँगाओ,注文商品
admin.store.statistics.orderItemSummary,Order Item summary,Περίληψη στοιχείων παραγγελίας,Order Item samenvatting,Récapitulatif de l'article de commande,Artikelzusammenfassung bestellen,Resumen de artículo de pedido,Riepilogo articolo ordine,Resumo do item do pedido,Sipariş edilen ürünler özeti,Резюме на артикула за поръчка,Сводка позиции заказа,आदेश आइटम सारांश,注文商品の概要
admin.store.statistics.orderItemSummaryDescription,Understand the total revenue for each product sold and see which products are the most popular,Κατανόησε τα συνολικά έσοδα για κάθε προϊόν που πουλάς και δες ποια προϊόντα είναι τα πιο δημοφιλή,Begrijp de totale opbrengst van elk verkocht product en kijk welke producten het populairst zijn,Comprendre le revenu total de chaque produit vendu et voir quels produits sont les plus populaires,"Verstehen Sie den Gesamtumsatz für jedes verkaufte Produkt und sehen Sie, welche Produkte am beliebtesten sind",Comprenda los ingresos totales de cada producto vendido y vea qué productos son los más populares,Comprendi le entrate totali per ogni prodotto venduto e scopri quali sono i più popolari,Entenda a receita total de cada produto vendido e veja quais produtos são os mais populares,Satılan her ürün için toplam geliri görün ve hangi ürünlerin en popüler olduğunu anlayın,Разберете общите приходи за всеки продаден продукт и вижте кои продукти са най-популярни,"Узнайте общий доход от каждого проданного продукта и узнайте, какие из них наиболее популярны.",बेचे गए प्रत्येक उत्पाद के लिए कुल राजस्व को समझें और देखें कि कौन से उत्पाद सबसे लोकप्रिय हैं,販売された各製品の総収益を理解し、どの製品が最も人気があるかを確認します
admin.store.statistics.orderItemDetails,Order Item Details,Λεπτομέρειες στοιχείου παραγγελίας,Bestelitemdetails,Détails de l'article de commande,Bestellartikel Details,Detalles del artículo de pedido,Dettagli articolo ordine,Detalhes do item do pedido,Sipariş Edilen Ürünler Ayrıntıları,Подробности за артикула за поръчка,Детали заказа,आदेश आइटम विवरण,注文商品の詳細
admin.store.statistics.orderItemDetailsDescription,Get an itemized view of all orders that includes the quantity and revenue of the products sold in these orders and dates of the orders,Λήψη μιας λεπτομερούς προβολής όλων των παραγγελιών που περιλαμβάνει την ποσότητα και τα έσοδα των προϊόντων που πωλούνται σε αυτές τις παραγγελίες και τις ημερομηνίες των παραγγελιών,"Krijg een gedetailleerd overzicht van alle bestellingen, inclusief de hoeveelheid en opbrengst van de producten die in deze bestellingen worden verkocht en de datums van de bestellingen",Obtenez une vue détaillée de toutes les commandes qui comprend la quantité et les revenus des produits vendus dans ces commandes et les dates des commandes,"Erhalten Sie eine detaillierte Ansicht aller Bestellungen, die die Menge und den Umsatz der in diesen Bestellungen verkauften Produkte sowie die Daten der Bestellungen enthält",Obtenga una vista detallada de todos los pedidos que incluya la cantidad y los ingresos de los productos vendidos en estos pedidos y las fechas de los pedidos,Ottieni una visualizzazione dettagliata di tutti gli ordini che include la quantità e le entrate dei prodotti venduti in questi ordini e le date degli ordini,"Obtenha uma visão detalhada de todos os pedidos, incluindo a quantidade e a receita dos produtos vendidos nesses pedidos e as datas dos pedidos","Satılan ürünlerin miktarını, gelirini ve siparişlerin tarihlerini içeren tüm siparişlerin ayrıntılı bir görünümünü alın","Получете подробен изглед на всички поръчки, който включва количеството и приходите от продуктите, продадени в тези поръчки, и датите на поръчките","Получите подробный обзор всех заказов, который включает количество и выручку от проданных в этих заказах продуктов и даты заказов.","सभी आदेशों का एक आइटम देखें, जिसमें इन आदेशों और आदेशों की तारीखों में बेचे गए उत्पादों की मात्रा और राजस्व शामिल हो",これらの注文で販売された製品の数量と収益、および注文の日付を含む、すべての注文の項目別ビューを取得します
admin.register.registerHeaderMessage1,Register your business on {{name}},Γραψε την επιχείρησή σου στο {{name}},Schrijf je zaak in op {{name}},Enregistrez votre entreprise sur {{name}},Registrieren Sie Ihr Unternehmen auf {{name}},Registre su negocio en {{name}},Registra la tua attività su {{name}},Registre sua empresa em {{name}},İşletmenizi {{name}}'a kaydedin,Регистрирайте бизнеса си на {{name}},Зарегистрируйте свой бизнес на {{name}},{{name}} पर अपना व्यवसाय पंजीकृत करें,{{name}}にお店を登録しましょう。
admin.register.registerHeaderMessage2,and start your free trial today,και ξεκινήσε τη δωρεάν δοκιμή σήμερα,en begin je gratis proefperiode,et commencez votre essai gratuit dès aujourd'hui,und starten Sie noch heute Ihre kostenlose Testversion,y comience su prueba gratuita hoy,e inizia oggi la tua prova gratuita,e comece seu teste gratuito hoje,ve bugün ücretsiz denemenizi başlatın,и започнете безплатния си пробен период днес,и начните бесплатную пробную версию сегодня,और आज ही अपना निःशुल्क परीक्षण शुरू करें,まずは無料で全機能をお試しください。
admin.register.registerFormStep1,Fill in the form and verify your email,Συμπλήρωσε τη φόρμα και επαλλήθευσε το email σου,Vul het formulier in en verifieer uw e-mail,Remplissez le formulaire et vérifiez votre email,Füllen Sie das Formular aus und bestätigen Sie Ihre E-Mail,Complete el formulario y verifique su correo electrónico,Compila il modulo e verifica la tua email,Preencha o formulário e verifique seu e-mail,Formu doldurun ve e-postanızı doğrulayın,Попълнете формуляра и потвърдете имейла си,Заполните форму и подтвердите свою электронную почту,फॉर्म भरें और अपना ईमेल सत्यापित करें,メールアドレス/Google/Facebookアカウントでアカウントを作成
admin.register.registerFormStep2,Login and create your store,Συνδέσου και φτιάξε το κατάστημά σου,Log in en creëer je winkel,Connectez-vous et créez votre boutique,Melden Sie sich an und erstellen Sie Ihren Shop,Inicia sesión y crea tu tienda,Accedi e crea il tuo negozio,Faça login e crie sua loja,Giriş yap ve mağazanı oluştur,Влезте и създайте своя магазин,Войдите и создайте свой магазин,लॉगिन करें और अपना स्टोर बनाएं,ログインして店舗の基本情報を設定
admin.register.registerFormStep3,Upload your menu and configure the settings,Ανεβάσε τον κατάλογο σου και προσάρμοσε τις ρυθμίσεις,Upload je menu en configureer de instellingen,Téléchargez votre menu et configurez les paramètres,Laden Sie Ihr Menü hoch und konfigurieren Sie die Einstellungen,Sube tu menú y configura los ajustes,Carica il tuo menu e configura le impostazioni,Carregue o seu menu e defina as configurações,Menünüzü yükleyin ve ayarları yapılandırın,Качете менюто си и конфигурирайте настройките,Загрузите свое меню и настройте параметры,अपना मेनू अपलोड करें और सेटिंग्स कॉन्फ़िगर करें,メニューの情報を登録
